Item Code,Item Description,Unit,Rate,PCR RATE,FINAL ITEM NUMBER,Technical description   rating & size & & Make & MPN & Type
18958,IGBT Semikron SKM150GB12T4G,NOS.,2846.308,#N/A,,
8283,IGBT Semikron SKM400GB12T4 Dual 400A 1200V,NOS.,5200,#N/A,,
1238,IGBT Semikron SKM600GB066D                                                                          ,NO.,0,#N/A,,
28353,IGBT Semikron SKM600GB07E3 ,NOS.,5275,#N/A,,
23892,Illumination  LED Esbee BILA024D AMBER  24VDC 250mm wire length,NOS.,57.449,#N/A,,
23893,Illumination  LED Esbee BILB024D BLUE  24VDC 250mm wire length,NOS.,70.207,#N/A,,
23894,Illumination  LED Esbee BILG024D GREEN  24VDC 250mm wire length,NOS.,57.449,#N/A,,
23895,Illumination  LED Esbee BILR024D RED  24VDC 250mm wire length,NOS.,55.203,#N/A,,
23896,Illumination  LED Esbee BILW024D WHITE  24VDC 250mm wire length,NOS.,70.759,#N/A,,
23897,Illumination  LED Esbee BILY024D YELLOW  24VDC 250mm wire length,NOS.,54.149,#N/A,,
24641,INDEPENDENT MOUNTING KIT ABB 1SAZ201108R0001,NOS.,172.8,#N/A,,
33478,Indication LED D22 ABB 1SFA619403R5021,NOS.,134,#N/A,,
11676,Indicator Paramount TH25  16X16 Red  24V DC Exposed Bezel with lable,NOS.,235,#N/A,,
22319,Indigen Alarm Control Software Module Ver. 1.1 license,NOS.,15444.443,#N/A,,
34555,Individual Type rapper control panel and Rapper Distribution panel,Nos.,220000,#N/A,,
30309,Industrial PC as per specification no. NetKraft-V2.0 PC_Specs_Rev01  make Advantech,SET,102437,#N/A,,
20022,Industrial USB to RS 485 convertor O ring - ISC 1310U-I,NO.,0,#N/A,,
33493,Inner Mounting Level 600mm- 8612.050,NOS.,1449.09,#N/A,,
24420,Insertion bridge for Terminals - EB 3- 6 - 0201142,NOS.,27.56,#N/A,,
30295,Inspection Window for HV connection  K1831-3,NOS.,2319.56,#N/A,,
33394,INSTRUKTIONSSKYLT FÖR PT-PLINT 537309,NOS.,218.08,#N/A,,
3973,Insulated Liner for Binzel MIG Welding Machine Red KZ-2  4m,NOS.,150,#N/A,,
1865,Insulating Tape Non Adhesive Black                                                                  ,NOS.,28,#N/A,,
1866,Insulating Tape Non Adhesive Blue                                                                   ,NOS.,8,#N/A,,
1867,Insulating Tape Non Adhesive Green                                                                  ,NOS.,15.42,#N/A,,
1868,Insulating Tape Non Adhesive Red                                                                    ,NOS.,8,#N/A,,
1869,Insulating Tape Non Adhesive Yellow                                                                 ,NOS.,33,#N/A,,
19414,Insulation monitoring device BENDER IRDH275B-425,NO.,0,#N/A,,
20868,Insulation monitoring device ISO685-D-B Art.no.:B91067020,SET,145000,#N/A,,
16612,INSULATION PCPB 1724 AS PER DRAWING,SET,0,#N/A,,
18404,INSULATION PCPB AS PER  DRG NO. 3976-303-03,SET,0,#N/A,,
19464,Insulation sheet   KFLEX   class  In. o In.    13 mm thk.,NO.,0,#N/A,,
1240,Insulation Tape Adhesive Black                                                                      ,NOS.,9.5,#N/A,,
1241,Insulation Tape Adhesive Blue                                                                       ,NOS.,9.5,#N/A,,
1242,Insulation Tape Adhesive Green                                                                      ,NOS.,9.5,#N/A,,
1243,Insulation Tape Adhesive Red                                                                        ,NOS.,9.68,#N/A,,
1244,Insulation Tape Adhesive Yellow,NOS.,9.93,#N/A,,
1245,Insulator Bakelite KP301-8BM Square Type                                                            ,NOS.,13,#N/A,,
31967,Insulator Epoxt part no. MV606560 5.5KV,NOS.,260,#N/A,,
27159,Insulator Epoxy Baroda Bushing BBI:LV:0005:01,NOS.,11600,#N/A,,
7782,Insulator Epoxy Baroda Bushing BBI:LV:0006:01,NO.,0,#N/A,,
11833,Insulator Epoxy Baroda Bushing BBI:LV:0007:01,NOS.,14925,#N/A,,
7567,Insulator Epoxy Baroda Bushing EPB:B4:0020,NOS.,425,#N/A,,
27160,Insulator Epoxy Baroda Bushing EPB:B4:0024   1.1KV/3150A,NOS.,6685,#N/A,,
5603,Insulator Epoxy Baroda Bushing EPI:B3:0005,NO.,0,#N/A,,
23043,Insulator Epoxy Baroda Bushing EPI:B3:0019 22kV,NO.,0,#N/A,,
18606,Insulator Epoxy Bushing 1kV / 2000A,NOS.,6500,#N/A,,
158,Insulator Epoxy M10x50                                                                              ,NOS.,25.3,#N/A,,
19621,Insulator Epoxy M10X50mm  1.2KV  Make Baroda Bushings,NOS.,70.86,#N/A,,
19512,Insulator Epoxy M12X50mm  1.2KV  Make Baroda Bushings,NOS.,82.85,#N/A,,
161,Insulator Epoxy M6x30                                                                               ,NOS.,8.531,#N/A,,
162,Insulator Epoxy M6x40                                                                               ,NOS.,13.77,#N/A,,
14505,INSULATOR EPOXY M8 X 50mm,NOS.,25.3,#N/A,,
163,Insulator Epoxy M8x30                                                                               ,NOS.,10.848,#N/A,,
164,Insulator Epoxy M8x40                                                                               ,NOS.,13.2,#N/A,,
31966,Insulator Epoxy Powermat part no. MV606560,NOS.,260,#N/A,,
9962,Insulator Epoxy Powermat part no. PDMV70210 22KV,NOS.,590,#N/A,,
17391,Insulator Epoxy PressGel PGIPL/ EI / 4975 / 02,NO.,0,#N/A,,
1246,Insulator Nylon 6092H-302-16 Part1                                                                  ,NOS.,50.667,#N/A,,
1247,Insulator Nylon 6092H-302-16 Part2                                                                  ,NOS.,16,#N/A,,
1248,Insulator Nylon 6092H-302-16 Part3                                                                  ,NOS.,12.968,#N/A,,
20953,Integrated LED Siemens Amber 3SB5400-7CL 24V AC/DC,NOS.,144.27,#N/A,,
20952,Integrated LED Siemens Green 3SB5400-7CE 24V AC/DC,NOS.,141.147,#N/A,,
15992,Integrated LED Siemens Green 3SB5400-7TE 230V AC,NOS.,108.536,#N/A,,
24112,Integrated LED Siemens RED 3SB5400-7CC 24V AC/DC,NOS.,98.47,#N/A,,
16861,Integrated LED Siemens Yellow 3SB5400-7CD 24V AC/DC,NOS.,95.27,#N/A,,
15993,Integrated LED Siemens Yellow 3SB5400-7TD 230V AC,NOS.,108.853,#N/A,,
23916,Inter Phase Barrier Bussmann IPB00,NOS.,31.5,#N/A,,
25786,Interface unit MK-III for MP-2  092917,NOS.,43075.29,#N/A,,
32236,INTERLOCK MOUNTING BRACKET AS PER DWG NO-21086-1001200-105-01,SET,550,#N/A,,
33753,INTERLOCK MOUNTING BRACKET AS PER DWG NO-K1841-12-ASBS,SET,71.53,#N/A,,
34102,INTERLOCK MOUNTING PLATE AS PER DRG.NO.K1841-12 ASBS,SET,525,#N/A,,
30068,Inverter INVPL 4000-440-230  (Part No. 9170117),NOS.,422402.78,#N/A,,
30069,Inverter INVPL 4000-48-230  (Part No. 9170116),NOS.,385590.72,#N/A,,
26796,Inverter Model INVP4000-48-230 Article No. INVP PN:9170116,NOS.,348704.01,#N/A,,
27734,Inverter Module  INVPL  4000-440-230 -  9170117,NOS.,408712.2,#N/A,,
28146,IP-65 cover for 96x96 analog meter  Rishabh make,NOS.,86.8,#N/A,,
19607,Isolation link   Siemens   3NG1250,NOS.,175.24,#N/A,,
22626,Isolator analogic I/p 0-20 mA O/p 0-400 micro Amp.,NO.,0,#N/A,,
22424,Isolator Analogic I/P- 1Amp AC  O/P- 4-20mA  230 VAC  2 channel,NOS.,1800,#N/A,,
10477,Isolator Analogik I/P 0-10VDC O/P 0-10VDC  SUPPLY 230VAC,NO.,0,#N/A,,
10476,Isolator Analogik I/P 0-10VDC O/P 0-60mV DC   SUPPLY 230VAC,NO.,0,#N/A,,
1249,Isolator Analogik I/P 0-10VDC O/P4-20mA 230VAC 2Channel                                                  ,NO.,0,#N/A,,
5652,Isolator Analogik I/P 0-1VDC 0-2.5VDC O/P 4-20mA Dual Channel,NOS.,2341.964,#N/A,,
12508,Isolator Analogik I/P 0-1VDC 0-2.5VDC O/P 4-20mA REV.01,NO.,0,#N/A,,
33164,Isolator Analogik I/P 0-1VDC 0-400UA  O/P1 4-20mA &  O/P2 4-20mA Dual Output (Model-4052992111150),NOS.,2900,#N/A,,
27255,Isolator Analogik I/P 0-1VDC 0-400UA O/P 4-20mA DuAL CHANNEL  110 vac AUX. SUPPLY,NOS.,2900,#N/A,,
1250,Isolator Analogik I/P 0-1VDC 0-400UA O/P 4-20mA Dual channel                               ,NOS.,2900,#N/A,,
23548,Isolator Analogik I/P 0-200µADC  O/P 0-400µADC  Supply 230VAC Dual channel,NO.,0,#N/A,,
3996,Isolator Analogik I/P 0-5VDC O/P4-20mA 230VAC 2Channel,NOS.,2200,#N/A,,
22683,Isolator Analogik I/P 0-75mVDC O/P 0-075mVDC  SUPPLY 230VAC,NO.,0,#N/A,,
17146,Isolator Analogik I/P 4-20mA O/P  4-20mA  SUPPLY 230VAC ACC 0.1% TYPICAL,NO.,0,#N/A,,
17695,Isolator Analogik I/P 4-20mA O/P  4-20mA dual chanel isolated,NO.,0,#N/A,,
20086,Isolator Anatronic 0-10V to 0-10V IA-22-010-010-724,NOS.,7997.11,#N/A,,
11654,Isolator Anatronic 0-10V to 4-20mA type IA-22-010-420-724,NOS.,9189.333,#N/A,,
11653,Isolator Anatronic 4-20mA to 0-10V type IA-22-420-010-724,NOS.,8938.879,#N/A,,
18923,ISOLATOR ASHE CONTROL TX - 135 I/P 0-75mV O/P 0-10V 85-270VAC,NO.,0,#N/A,,
29685,ISOLATOR ASHE CONTROL TX - 230 I/P 4-20mA O/P 4-20mA 24Vdc,NOS.,2600,#N/A,,
18338,ISOLATOR ASHE CONTROL TX - 235 I/P 0-75mV O/P 0-10V 85-270VAC,NO.,0,#N/A,,
18924,ISOLATOR ASHE CONTROL TX-110 I/P PT100 O/P 0-10V 85-270VAC,NO.,0,#N/A,,
18926,ISOLATOR ASHE CONTROL TX-135 I/P 0-10V O/P 0-10V 85-270VAC,NOS.,1600,#N/A,,
18925,ISOLATOR ASHE CONTROL TX-135 I/P 0-20V O/P 0-10V 85-270VAC,NO.,0,#N/A,,
18089,ISOLATOR ASHE CONTROL TX-235 I/P 0-18V O/P 0-10V 85-270VAC,NOS.,3100,#N/A,,
17081,Isolator KRAFT SC92  I/P 60mV  O/P- 0-10V  AUX SUPPLY- 24V DC,NO.,0,#N/A,,
1252,Isolator Masibus I/P 0-10V O/P 4-20mA 230VAC                                                        ,NOS.,2421.23,#N/A,,
1253,Isolator Masibus I/P 0-18V O/P 0-10V 230VAC                                                         ,NO.,0,#N/A,,
1257,Isolator Masibus I/P 0-20V O/P 4-20mA 230VAC                                                        ,NOS.,2050,#N/A,,
1256,Isolator Masibus I/P 0-75mV O/P 4-20mA 230VAC                                                       ,NO.,0,#N/A,,
16163,Isolator P+F KFU8-USC-1D  Universal,NOS.,11459,#N/A,,
24823,Isolator phoenix 1070346 I/P 0-10V O/P 4-20mA Aux. Supply 24VDC      ,NOS.,4791.45,#N/A,,
24822,Isolator Phoenix 1070346 I/P 4-20mA O/P 0-10V Aux. Supply 24VDC,NOS.,4791.45,#N/A,,
24824,Isolator phoenix 2810463 I/P 4-20mA O/P 4-20mA Aux. Supply 24VDC        ,NOS.,3293.78,#N/A,,
24821,Isolator Phoenix 2810780 I/P 0-75mV O/P 4-20mA  Aux. Supply 24VDC,NOS.,13301.83,#N/A,,
1273,Isolator RADIX I/P 0-10V O/P 0-10V 230AC                                                            ,NOS.,2225,#N/A,,
1260,Isolator RADIX I/P 0-10V O/P 0-10V 24VDC                                                            ,NOS.,2225,#N/A,,
1275,Isolator RADIX I/P 0-10V O/P 4-20mA 230VAC                                                          ,NOS.,2225,#N/A,,
1261,Isolator RADIX I/P 0-10V O/P 4-20mA 24VDC                                      ,NOS.,2225,#N/A,,
30139,Isolator RADIX I/P 0-10Vdc o/p RS485 Protocol Modbus RTU Aux SUPPLY 24VDC,NOS.,5300,#N/A,,
24288,Isolator RADIX I/P 0-10Vdc o/p RS485 Protocol Modbus RTU aux.230Vac,NO.,0,#N/A,,
1263,Isolator RADIX I/P 0-150V O/P 4-20mA 230VAC                                                         ,NOS.,2050,#N/A,,
1264,Isolator RADIX I/P 0-15V O/P 4-20mA 230VAC                                                          ,NOS.,1550,#N/A,,
1259,Isolator RADIX I/P 0-18V O/P 0-10V 230V AC                                                          ,NOS.,1725,#N/A,,
1276,Isolator RADIX I/P 0-200D O/P 4-20mA 230VAC                                                         ,NOS.,2050,#N/A,,
3945,Isolator RADIX I/P 0-20V O/P 0-10V  85-265VAC        ,NO.,0,#N/A,,
1277,Isolator RADIX I/P 0-20V O/P 4-20mA 230VAC                                                          ,NOS.,1550,#N/A,,
1266,Isolator RADIX I/P 0-60mV O/P 0-10V 24VDC                                                           ,NOS.,1550,#N/A,,
1270,Isolator RADIX I/P 0-75mV O/P 0-10V 230VAC                                                          ,NOS.,2225,#N/A,,
5285,Isolator RADIX I/P 0-75mV O/P 0-10V 24VDC,NOS.,1725,#N/A,,
1278,Isolator RADIX I/P 0-75mV O/P 4-20mA 230VAC                                                         ,NOS.,2225,#N/A,,
